Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m,opponents
narky poo,wombat123,1.138,229.906,1.1,149.762,0.741,0.831,0.165,0.139,0.166,142.0,https://www.vlr.gg/player/50288/narky-poo?timespan=all,0.65,0.65,
DaGG3r,Lost Puppies,1.151,213.109,1.194,142.025,0.727,0.769,0.304,0.089,0.061,1185.0,https://www.vlr.gg/player/29553/dagg3r?timespan=all,0.65,0.65,
restro,Purpose Gaming,0.88,179.71,0.849,118.052,0.683,0.635,0.351,0.078,0.099,940.0,https://www.vlr.gg/player/33693/restro?timespan=all,0.65,0.65,
apu,Retiraos,1.018,240.406,1.12,160.654,0.702,0.819,0.248,0.153,0.14,101.0,https://www.vlr.gg/player/50450/apu?timespan=all,0.5,0.85,"['Kaos Latin Gamers', 'Nottingham Miedo', 'Dolphins Gaming', 'MixPe', 'bloodS', 'Zen eSports GC', 'Border Monsters Chile', 'XSOUL', 'Ñolaños FA']"
RJM,SSalama,1.17,264.272,1.76,167.966,0.754,0.914,0.179,0.227,0.139,322.0,https://www.vlr.gg/player/48243/rjm?timespan=all,0.65,0.65,
Tykki,SSalama,1.044,206.353,1.133,136.923,0.721,0.728,0.255,0.082,0.067,262.0,https://www.vlr.gg/player/48244/tykki?timespan=all,0.65,0.65,
komi,Winthrop University,0.996,193.523,0.973,128.89,0.73,0.658,0.332,0.076,0.077,837.0,https://www.vlr.gg/player/33371/komi?timespan=all,0.65,0.65,
silenx,Winthrop University,1.023,204.966,1.065,134.466,0.721,0.725,0.27,0.094,0.09,13873.0,https://www.vlr.gg/player/2118/silenx?timespan=all,0.65,0.65,
Morphiius,Axolotl,0.885,192.186,0.885,127.002,0.707,0.669,0.31,0.124,0.126,1311.0,https://www.vlr.gg/player/31114/morphiius?timespan=all,0.65,0.65,
xad,Axolotl,1.037,215.052,1.024,143.694,0.714,0.735,0.334,0.088,0.089,1570.0,https://www.vlr.gg/player/28841/xad?timespan=all,0.65,0.65,
Braso,Axolotl,1.044,213.114,1.067,141.097,0.695,0.763,0.18,0.098,0.101,1963.0,https://www.vlr.gg/player/10375/braso?timespan=all,0.65,0.65,
Mickebwoy,Axolotl,1.13,207.321,1.138,135.264,0.754,0.725,0.356,0.065,0.052,5766.0,https://www.vlr.gg/player/1514/mickebwoy?timespan=all,0.65,0.65,
g I L,NOM Esports,0.781,147.741,0.662,89.988,0.709,0.507,0.555,0.045,0.108,85.0,https://www.vlr.gg/player/29006/g-i-l?timespan=all,0.65,0.65,
nightmareK,NOM Esports,0.955,177.129,0.932,109.944,0.706,0.637,0.3,0.068,0.052,800.0,https://www.vlr.gg/player/7182/nightmarek?timespan=all,0.65,0.65,
bao,Trust In Plug,1.119,216.405,1.175,142.177,0.744,0.78,0.302,0.083,0.069,5023.0,https://www.vlr.gg/player/41877/bao?timespan=all,0.823,0.874,"['Cubert Academy', 'Nightblood Gaming', 'TSM', 'YFP', 'Hakikimori', 'Pigeons', '5 Cows', 'LARGE AND IN CHARGE', 'BANGBANG', 'TSM', '100 Thieves', 'Blue Otter', 'ROSE', 'Blue Otter', 'Ambrosia', 'Lemonade Stand', 'Cumberland Phoenix', 'Escape', 'Team Digital', 'RANKERS', 'Esoteric Kings', 'ff@5', 'HippoStrikesAgain', 'CSP Val Purple', 'Rock Bottom', 'SaD Esports', 'CCG Esports', 'Endear Esports', 'washed', 'Fisher Tea Party', 'Team Digital', 'virginia', 'Double Chunk Chocolate Cookie', 'Sheridan Bruins', 'Fentinels', 'The Blockade ', 'Shifty505', 'XD Gaming', 'Gekko', 'matts homeless shelter', 'Centrix Esports', 'NJIT Highlanders Red', 'washed', 'SEN Shahzam', 'Erinite Esports', 'Elation Esports', 'Tempers', 'Raven Esports', 'Michigan State University', 'SaD Esports', 'Koufs Fun Club', ""add3r's kittens"", 'hunter505', 'Ivy League Dropouts', 'Cuddle Gang', '4Gods1Bum', 'Bosnian Bullets', 'Furious Five', 'OREGON HACK', 'Burger Boyz 2.0', 'Nightblood Gaming', 'Last Resistance', 'Forsaken Shadows', 'Raven Esports', 'Malevolent Kitchen', 'OREGON HACK', 'Burger Boyz 2.0', 'EarnYourMedal ', 'OverLoaded', 'Dolbaebi', 'The Gnomes', 'Good Career', 'Winthrop University', 'Ambrosia', 'Dough Bros', 'Friends Over Everything', 'Resonate', 'special grade', 'Screags n Co', 'Ambrosia', 'OREGON HACK', 'Prospects', 'ruh roh ', 'Breadwinners', 'Sizzle', 'RyZ Knights', 'Prospects', 'SaD Purple', 'Passion Project', 'Koala Pound', 'SaD Purple', 'Demigods @ UCSD', 'Dogo Fanclub', 'Hybrid Authority', 'RyZe Esports ', 'Flaming Dragons', 'Goth Girl Sanctuary', 'Hyperion Gold ', 'Burger Boyz', 'LAG Yellow', 'SRVR Red', ""Veer's Kittens"", 'overcook', 'Event Horizon', 'MFC', 'Neo', 'Final Form Entertainment', 'Manic Esport ', 'Arkangel Esports', 'Van Lyn ', 'Dead Orbit', 'Team Virtuosity', 'Dead Orbit', 'Ambrosia', 'WTP']"
Cross,Retiraos,0.884,163.972,0.858,105.436,0.713,0.586,0.379,0.034,0.071,368.0,https://www.vlr.gg/player/50449/cross?timespan=all,0.5,0.85,"['Kaos Latin Gamers', 'Nottingham Miedo', 'Dolphins Gaming', 'MixPe', 'ENFASIS', 'bloodS', 'Zen eSports GC', 'Border Monsters Chile', 'Homeless']"
akame,Seulgi Fanclub,0.796,188.296,0.749,120.867,0.627,0.639,0.172,0.098,0.119,209.0,https://www.vlr.gg/player/47623/akame?timespan=all,0.65,0.65,[]
Booey,Hakikimori,1.051,208.769,1.035,137.283,0.703,0.738,0.331,0.069,0.072,1332.0,https://www.vlr.gg/player/46504/booey?timespan=all,0.867,0.889,"['Culturized', 'Tedward Gaming', 'Mizzou Esports', 'Overtake', 'Winthrop University', 'Shopify Rebellion Gold', 'Ace Esports', 'Ambrosia', 'Blue Otter', ""Life's a Game"", 'SloptimusPrimeGaming', 'M80', 'chill guys', 'Yuh', 'Comet Esports Club', 'Funhavers', 'SaD Esports', 'virginia', 'Revitalize', 'Fisher Tea Party', 'Prime', 'Event Horizon', 'ENVEE Esports', 'Event Horizon', 'special grade', 'CCG Esports', 'Burger Boyz 2.0', 'Scenario Cats', 'ROSE', 'random fricks', 'evil genies', 'random fricks', 'yves saint laurent', 'OTG', 'Nearest Airport', 'yves saint laurent', 'Spate Esports', 'SaD Esports', 'Paranoia Vortex', ""Gunter's Goons ""]"
Migod,Blue Eyes White Dragon,0.945,211.571,0.93,139.345,0.675,0.711,0.266,0.144,0.166,987.0,https://www.vlr.gg/player/48697/migod?timespan=all,0.65,0.65,[]
splash,RRQ Academy,1.249,288.643,1.324,183.976,0.752,0.992,0.214,0.238,0.163,2038.0,https://www.vlr.gg/player/40367/splash?timespan=all,0.92,0.793,"['DRX Academy', 'Global Esports Academy', 'DRX Academy', 'The MongolZ', 'NAOS', 'Xipto Esports', 'KIMMY KITTENS', 'FULL SENSE', 'Team ESOTERIC', 'Team xclvsssyx', 'Team CombatBaby', 'Team Micera', 'Todak', 'nobody in Paris', 'THE OVERDOGS', 'Team Circus', 'Disguised', 'Cantplaythrifties', 'RIOS REXON', 'LaZe', 'Kizuna Esports', 'ELEVATE', 'Ninjas in Galaxy', 'Reve Drift Arena', 'Disguised', ""Please Don't Fire"", 'LaZe', 'Disguised', 'Ninjas in Galaxy', 'Ninjas in Galaxy', 'ENDER', 'LaZe', 'Disguised', ""Please Don't Fire"", 'Blitz Esports', 'ORGLESS', 'Ninjas in Galaxy', ""Please Don't Fire"", 'ORGLESS', 'Kuzu Esports', '322', 'Todak', 'Future Greats', 'RAGE SPELL', 'Room Service', 'Cutiepies', 'Dominatus', 'Team Path', 'SUPERMASSIVEBOTS', 'Project_AP', 'Explorers', 'Kuzu Esports', 'The Mongs', 'Team Circus', 'No Deal Gaming', 'no.men']"
Septem7,All Gamers,0.861,168.447,0.805,117.302,0.702,0.576,0.309,0.072,0.121,1267.0,https://www.vlr.gg/player/3031/septem7?timespan=all,0.65,0.65,
Akira,Royal Legion,0.687,160.802,0.634,108.279,0.619,0.529,0.352,0.092,0.171,201.0,https://www.vlr.gg/player/42323/akira?timespan=all,0.913,0.832,"['HAVU Gaming', 'děti ulice', 'Zero Tenacity', 'SweetNsour', 'GoodFor3', 'Dudes', 'SZK Esports', 'SZK Esports', 'Team Galaga', 'SLTitans Esports', 'Lotus Knights', 'Dimonis eSports', 'SZK Esports', 'Wygers', 'GMBLERS Esports', 'Imperium Gaming', 'SLTitans Esports', 'LONETEAM', 'SZK Esports', 'HGE Esport', 'SLTitans Esports', 'SZK Esports', 'GMBLERS Esports', 'Team Galaga', 'LONETEAM', 'NOVO Esports', 'CGN Esports', 'SAW', 'EX0TIK GAMING', 'SAW', 'EX0TIK GAMING', 'EX0TIK GAMING', 'GTZ Esports', 'SAW', 'Impulse GW', 'FTW Leça FC Esports', 'Hurricane Of Feathers', 'FUZOS', 'EX0TIK GAMING', 'GTZ Esports', 'SAW', 'Impulse GW', 'FTW Leça FC Esports', 'Hurricane Of Feathers', 'FUZOS', 'ELEVATE', 'SAW', 'ELEVATE', 'Hurricane Of Feathers', 'ELEVATE', 'GTZ Esports', 'FTW Leça FC Esports', 'EX0TIK GAMING', 'FUZOS', 'SAW', 'Hurricane Of Feathers', 'ELEVATE', 'GTZ Esports', 'FTW Leça FC Esports', 'EX0TIK GAMING', 'FUZOS', 'SAW', 'Team Aku Aku', 'Ispíní Enjoyers', 'Melilla Titans', 'Zen eSports', 'S2 Esports', 'Exceptional Gaming', 'eQuizers', 'SZK Esports', 'Wygers', 'eQuizers', 'SZK Esports', 'Wygers', 'ehehxd', 'Hurricane Of Feathers', 'AROS', 'VASCO DA GAMA', 'FTW Esports', 'FUZOS', ""We Don't Touch Grass"", 'SAW', 'GTZ Esports', 'EGN Esports', 'EX0TIK GAMING', 'Team Vikings', 'Impulse GW', 'SAW', 'GTZ Esports', 'EGN Esports', 'EX0TIK GAMING', 'FTW Esports', 'VIKINGS Fourteen', 'Impulse GW', 'Impulse GW', 'Panthers Esports', 'FTW Esports', 'VIKINGS Fourteen', 'GTZ Esports', 'SAW', 'EGN Esports', 'Impulse GW', 'Panthers Esports', 'FTW Esports', 'VIKINGS Fourteen', 'GTZ Esports', 'SAW', 'EGN Esports', 'black team', 'やすお', 'ESP eSport', 'API_GG', 'Last Dance', 'MEDUSA', 'Patron', 'REFRE5H', 'FTW Evo', 'Impulse GW', 'GTZ Esports', 'Heracles Gaming', 'Arroz', 'Dragonslayerzzz', 'Old Times', 'Laia Nation', 'Panthers Esports', 'WHEN YOU SEE IT', 'Panthers Esports', 'FTW Evo', 'Arroz', 'Laia Nation', 'Papara SuperMassive', 'Rebels Gaming', 'Impulse GW', 'Diamant Esports', 'Zero Tenacity', 'Impulse GW', 'GTZ Esports', 'Heracles Gaming', 'Arroz', 'Old Times', 'Panthers Esports', 'FUZOS', 'Heracles Gaming', 'GTZ Bulls', 'FTW Evo', 'Arroz', 'Boavista FC', 'GTZ Bulls', 'Arroz', 'FTW Evo']"
NaThanD,FunPlus Phoenix,0.971,185.768,0.964,122.63,0.714,0.641,0.278,0.061,0.059,2422.0,https://www.vlr.gg/player/3532/nathand?timespan=all,0.65,0.65,
hvoya,Xi Lai Gaming,1.057,201.793,1.045,133.448,0.705,0.713,0.245,0.091,0.085,7871.0,https://www.vlr.gg/player/1348/hvoya?timespan=all,0.65,0.65,
Branchies,Winthrop University,1.111,175.175,1.394,122.252,0.8,0.674,0.278,0.048,0.052,40.0,https://www.vlr.gg/player/3135/branchies?timespan=all,0.861,0.888,"['Burger Boyz', 'Maryville University', 'The Cutchers', 'Tora University', 'UCCS Varsity', 'Hakikimori', 'Culturized', 'Gekko', 'kellogs cereal', 'Aspyre x Swarm', 'zZz', 'Culturized', 'Give Wingman a Thermonuclear Device', 'UF Blue', 'Gravity Enjoyers', 'washed', 'HippoStrikesAgain', 'washed', 'SaD Purple', 'YDZ Esports', 'DingusBerry', 'Playboi Carti Fans', 'Cumberland Phoenix', 'Funhavers', 'kellogs cereal', 'Funhavers', 'Blue Otter', 'Shopify Rebellion Gold', 'Berzerkers', 'Antares Esports', 'Awaken Militia', 'Alliance Guardians', 'washed', 'WTP', 'UFO Minions', 'YDZ Esports', 'Tenax GC', 'FLUFFY AIMERS', 'Blue Otter', 'English or Spanish', 'LazerrFreeks Mythic', 'kellogs cereal', 'glizzard wizards', 'Blue Otter', 'Harrisburg University', 'uncs and kook', 'Abandoned', 'RyZ Knights', 'Ions Day Care', 'Thinking Men', 'The Grid', '1Millisecond', 'Team Kraken', 'Winthrop University', ""Life's a Game"", 'FLUFFY AIMERS', 'UST Esports', 'Blinn', 'Mizzou Esports', 'Winthrop University', 'Winthrop University', 'St. Clair Saints', 'SaD Purple', 'RyZe Esports ', 'Van Lyn ', 'Ball State', 'St. Clair Saints', 'eRa', 'Void', 'MBU Spartans', 'UW-Stout Blue Devils', 'Miami Varsity Red', 'St. Clair Saints', 'Mizzou Esports', 'St. Clair Saints', 'MBU Spartans', 'Indiana Hoosiers', 'St. Clair Saints', 'Blinn', 'Shifty505', 'special grade', '50 Shoplifters', 'Raven Esports', 'Conestoga Condors', 'WKU Hilltoppers Red', 'special grade', 'YFP', 'Mercury', ""Zeke's Dog Pound"", 'Ambrosia', 'Xanax Abusers ', 'Event Horizon', 'special grade', 'Winthrop University', 'v1c', 'Ambrosia', 'expect the unexpected', 'Blinn', 'Mizzou Esports', 'SJSU Blue', 'Converse Purple', 'QoR', 'Winthrop University', 'St. Clair Saints', 'Mizzou Esports', 'Fisher White', 'Ball State', 'Fisher Ultra', 'UGA Black', 'Mayan Empire', 'ThePawBrothers', 'GARUDA', 'Valiant PBL', 'St. Clair Saints', 'Indiana Hoosiers', 'Auburn Navy', 'MBU Spartans', 'Maryville University', 'Rochester University Esports', 'Blinn', 'Dexterity Gaming', 'Nearest Airport', 'Cataclysm Gaming', 'academic weapons', 'Night Raid', 'Shaman Esports', 'Joker', 'Rock Bottom', 'Turtle Troop', ' Sway eSports', 'QoR', 'Converse NBG', 'SFU Pink', 'Full House', 'Zero MarksMen Black', 'Resonate', 'Wtvr', 'Zero MarksMen Black', 'Valkyrie', 'Sovereign Esports', 'QoR', 'Ottawa Braves', 'ROSE', 'NEO Esports', 'Feel the Wood', 'BreakThru Academy', 'Furious Five', 'Blinn', 'Winthrop University', 'Mizzou Esports']"
SicK,Sentinels,1.122,226.667,1.218,142.604,0.744,0.802,0.302,0.115,0.093,7377.0,https://www.vlr.gg/player/45/sick?timespan=all,0.899,0.906,"['M80', 'Trust In Plug', 'RANKERS', 'SaD Esports', 'Ambrosia', 'Ambrosia', 'Nightblood Gaming', 'Sentinels', 'NA Boostio & Piggies', 'EU Rolly Winners', 'EU Johns Cuties', 'Cloud9', 'YFP', 'Blue Otter', 'Berzerkers', 'LIMBO', 'Gekko', 'kellogs cereal', 'Cumberland Phoenix', 'Combined team BMI of 1k', 'TSM', 'DarkZero Esports', 'M80', 'SaD Esports', 'SaD Esports', 'DarkZero Esports', 'Winthrop University', 'Dough Bros', 'TSM', 'M80', 'Turtle Troop', 'Moist x Shopify', 'QoR', 'QoR', 'YFP', 'Together We Are Terrific', 'Thinking Men', 'Moist x Shopify', 'Moist x Shopify', 'Cloud9', 'Moist x Shopify', '100 Thieves', 'Moist x Shopify', 'OREsports', 'QoR', 'We Overcooked', 'Moist x Shopify', 'Turtle Troop', 'Sentinels', 'G2 Esports', 'Moist x Shopify', 'Sentinels', 'G2 Esports', 'Blinn', 'Zero MarksMen Black', 'QoR', 'Torch', 'Zero MarksMen Black', 'QoR', 'MBU Spartans', 'Mercury', 'Clinically Insane', 'STG Gaming', 'Blinn', 'Mochi Fanclub', 'ROSE', 'Legion Esports', 'The Guard', 'FaZe Clan', 'M80', 'G2 Esports', 'M80', 'Shopify Rebellion Black', 'TSM', 'Turtle Troop', 'The Silk Road', 'Outlast', 'Son of 4 Dogs', 'cow123', 'Crownless', 'Team Reckaroo', 'call it Luck', 'shambles', 'Sovereigns', 'MONEYBALL', 'Panda Party', 'DareDevils', 'Matcha Monkeys', 'rubberduckies', 'Nearest Airport', 'QoR', 'Des Moines DMG', 'Medics', 'Kitten Shelter', 'No future life is over', 'Project VII', 'Des Moines DMG', 'Royal Pekingese', 'Realism Esports Black', 'Mad Science', 'Team Fish Taco', 'Roblox Rejects', 'Team Revenge', 'Raw Dawgs', 'NIX ', 'Project VII', 'Lenny Time', 'Team Kraken', 'Soniqs', 'Team Kraken', 'Soniqs', 'The Ganaccis', 'Levitate', 'Hyperactive', 'St. Clair Saints', 'Legion', 'SHIFT', 'sqn 2.0', 'Lionheart eSports', 'Dark Ratio', 'Kitten Shelter', 'Team Reckaroo', 'Sakura Storm', 'Team woooo', 'Illuzion Orange', 'UCSD Gold', 'City Boys', 'Zero MarksMen Black', 'Cosmic Divide', 'City Boys', 'Team Florescent', 'Zero MarksMen Black', 'Team Starlight', 'Team Emuhleet', 'Team Kellysama', 'NSIC', 'Zero MarksMen Black', 'Nearest Airport', 'Native Gaming', 'Soniqs', 'The Ganaccis', 'Flex Gaming', 'QoR', 'Georgia Tech Gold', 'Team Anarchy', 'DNADIFF', 'Elysium', 'YFP', 'DawN', 'fruitcakes']"
Century,EDward Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/48859/century?timespan=all,0.65,0.65,
Yiyee,Trace Esports,0.549,129.563,0.583,86.409,0.68,0.455,0.209,0.06,0.175,115.0,https://www.vlr.gg/player/38518/yiyee?timespan=all,1.0,0.97,"['Invincible Gaming', 'Rare Atom', 'Royal Never Give Up', 'Oxyg3niOus', 'TYLOO', 'Invictus Gaming', 'Suning Gaming', 'KaiXin Esports', 'Weibo Gaming', 'Invincible Gaming', 'ex-O2 Gaming', 'All Gamers']"
Zeke,Aspyre x Swarm,0.635,128.585,0.575,84.785,0.646,0.429,0.328,0.037,0.079,2078.0,https://www.vlr.gg/player/31575/zeke?timespan=all,0.65,0.65,"['TMU Blue', 'RIT Orange', 'Fisher Tea Party', 'Goofy Goobers', 'Western Esports', 'Ball State', 'dinonuggies', 'KAWAII AIMERZ', 'XSET', 'SNHU Blue', 'Nearest Airport', 'Dead Orbit', 'TAMU White', 'Converse Purple', 'Charlotte Esports', 'Team Omega', 'BASILISK']"
McJuankar,Gentle Mates,0.579,142.861,0.556,100.753,0.601,0.448,0.25,0.093,0.152,101.0,https://www.vlr.gg/player/2600/mcjuankar?timespan=all,0.65,0.65,
Muggle,EDward Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/29401/muggle?timespan=all,0.65,0.65,
