Player,Team,Player_Strength,Total_Rounds_Played
chewieyy,SKIPIDI,72.05,469.0
Patrui,S2G Esports,72.04,3098.0
CHIMEI,Oblivion Force,72.02,3908.0
Szalony,Szach Mat,72.01,2208.0
komi,Winthrop University,71.99,837.0
Lock1ng,ROA Esport,71.96,575.0
moment,TOS Gaming,71.94,226.0
Garv,Reckoning Esports,71.94,705.0
Drago,Siena Heights University,71.92,3279.0
Spartabang,Exsto Gaming,71.92,1919.0
S1Mon,EDward Gaming,71.89,4107.0
FonTuz,Z11,71.89,1833.0
musz3kk,Fire Flux Esports,71.82,3764.0
Sleepy Femboy,Wadadaa,71.82,1493.0
RvK,True Rippers,71.81,11398.0
happywei,Xi Lai Gaming,71.81,1612.0
Rereiana,Boise State University,71.81,2693.0
Kehnys,Dexterity Gaming,71.79,1587.0
ezzy,MiBH,71.79,9091.0
Haitam,TOROSKLS,71.78,1941.0
Vuxqt,Blue Eyes White Dragon,71.78,1021.0
Minimise,JiJieHao,71.78,9519.0
Necro,MixPe,71.77,1199.0
Selin,Be Man,71.77,630.0
MARCTYLINHO,DVM Esport,71.76,4503.0
Sxnti,Bon Bon Bum Contra,71.74,1231.0
emilz,SAVU,71.72,3072.0
wAvE,Asterisk,71.7,841.0
ease,KCORP Blue Stars,71.7,6209.0
Maxxyy,First Round Out,71.68,1231.0
YouKnow,FOP,71.67,77.0
Bon,Aspyre x Swarm,71.66,2999.0
Cfax,Overtake,71.64,8565.0
aimbot,OCU,71.63,58.0
Thander,GMBLERS Esports,71.63,1435.0
X1nh,Unicorn Cyber Da Nang,71.61,707.0
Louboutin,Unicorn Cyber Da Nang,71.6,3156.0
Noble,Siena Heights University,71.59,2104.0
Migod,Blue Eyes White Dragon,71.58,987.0
jubs,MIBR GC,71.57,2896.0
Russ,Level 5,71.56,8026.0
WinDoge,UT Dallas,71.55,434.0
aurelia,Elation Vortex,71.54,2412.0
Jar,DAC Gold,71.52,3204.0
WANHEDA,Dudes,71.51,3510.0
Antsy,Digital Athletics,71.51,1371.0
JoXJo,RIDDLE ORDER,71.48,5604.0
Kongi,Xperion NXT,71.47,6544.0
baha,İstanbul Wildcats,71.39,2909.0
batujnax,Apeks,71.39,930.0
FYRR73,把牛變成鱒魚,71.34,963.0
alannn,NOVO Esports,71.34,2879.0
HiiiK,SAGAZ,71.33,3165.0
c0n,wombat123,71.33,81.0
MOJJ,Galakticos,71.32,9055.0
YuFan,STU樹德暴風樹,71.32,66.0
Tsanyu,Hungkuang Falcon,71.31,598.0
In0X,West Virginia University,71.31,10701.0
beanann,Pigeons,71.3,6625.0
swift,Abdes Daycare,71.28,1769.0
chanformer,GoodFor3,71.28,5016.0
Aetha,UT Dallas,71.28,653.0
LightNinG,Coalesce,71.27,1276.0
Unhappy,Hungkuang Falcon,71.23,1623.0
ScoPe,REVE RISE MAX,71.21,543.0
Elysium,NOM Esports,71.17,4804.0
barce,NOEZ FOXX,71.14,3441.0
Bully,unsigned,71.14,5056.0
Huntr,club penguin,71.14,973.0
bron,Retiraos,71.11,571.0
XiaoFeng,ROA Esport,71.08,974.0
OnigiRi,Team Poupi,71.06,5935.0
Antidote,Revenant XSpark,71.06,13003.0
Snaptor,NXT,71.06,3608.0
SEIDER,Metizport,71.05,8025.0
dox,Prestige Esports,71.05,2191.0
Icarus,Asterisk,71.04,1288.0
TheNightChe,ESC Gaming,71.03,5745.0
Inspire,RANKERS,71.02,3136.0
iluri,MOUZ,70.99,9257.0
Psilence,DRAGONS,70.97,1979.0
Frxeez,IGZIST,70.95,935.0
swag,PR0NETS,70.95,5025.0
Zan,BLUE BEES.ESP,70.94,2004.0
Luca,Delight,70.93,1307.0
theia,FlyQuest RED,70.92,9005.0
Neiker,KPI Gaming,70.9,4447.0
neT,Cloud9,70.9,9546.0
taru,DFM Academy,70.87,472.0
nwzera,Quantum Void,70.85,39.0
Seafone,nobody in Paris,70.85,360.0
JayBlrdy,InC Frost,70.83,185.0
BMV,LAZY,70.83,5254.0
ESMONDE,First Round Out,70.82,2273.0
Asteriskk,Alter Ego,70.79,5691.0
jEEE,ZOL Esports,70.74,4130.0
Havex,CCG Esports,70.74,3947.0
Nash,Las Cabras,70.72,1004.0
HenB1N,Daojiang Husky,70.71,40.0
habibti,mesos millionaires,70.69,5967.0
glow,DRX,70.67,2229.0
murizzz,ShindeN,70.65,7628.0
Whiith,ENFASIS,70.64,368.0
Antunes,OSKARAMONO,70.64,924.0
Irex,Soi Thai Esports,70.59,780.0
JSERG,Spate Esports,70.59,1339.0
TvirusLuke,Dragon Ranger Gaming,70.54,4648.0
JN3v1cE,Fire Flux Esports,70.54,6090.0
KillAA,ZETA DIVISION Academy,70.53,489.0
riv,Refrag,70.53,4056.0
Keks u,wombat123,70.52,777.0
thebigfiz,Zerance,70.51,6444.0
semik,Berzerkers,70.49,1880.0
dRKY,İstanbul Wildcats,70.49,3201.0
Jerry,BC SWELL,70.49,375.0
ego1st,Las Cabras,70.47,422.0
cacan,Fenerbahçe Esports,70.45,5927.0
zeka,F5 Esports,70.42,1776.0
Hostage,Spate Esports,70.39,1303.0
Shazeon,TeamOrangeGaming,70.39,8050.0
exile,YDZ Esports,70.39,7349.0
Urango,Galorys,70.36,6293.0
Allen,BC SWELL,70.35,3565.0
lz,2Game Esports,70.33,5595.0
vibhoRR,MiBH,70.32,9738.0
monSi,Trust In Plug,70.3,19273.0
Spitfires,All Gamers,70.27,2183.0
HyP,Mandatory,70.26,7544.0
Adasmeee,DELIRA,70.24,188.0
Khalil,FURIA,70.24,6508.0
kacper,Harmony,70.23,692.0
Ooriime,Zerance,70.21,3949.0
ryotzz,PR0NETS,70.2,4702.0
Flowy,Al-Qadsiah Esports,70.19,1715.0
FOLKE,Lilmix,70.19,1577.0
iansn,YDZ Mafia,70.18,2864.0
Tillo,St. Clair Saints,70.15,10952.0
gr3eps,Rebirth Esports,70.15,1394.0
nAvarro,Chivas Esports,70.14,3190.0
hfmi0dzjc9z7,TYLOO,70.13,6260.0
Mikey,Dreams To Legends,70.11,630.0
mindfreak,Paper Rex,70.11,10187.0
movi,Made in Bandung Widyatama x Binus,70.1,289.0
Waken,Coalesce,70.08,1724.0
TRIPCIEW,Unicorn Cyber Da Nang,70.07,2346.0
e9Lair,BLUE BEES.ESP,70.02,1357.0
sarah,GIANTX GC,69.98,4022.0
Jaf,Wintermint,69.97,6251.0
sommboiii,Exsto Gaming,69.96,1795.0
summoNN,Axolotl,69.94,2530.0
BangtK,Prestige Esports,69.91,3318.0
Kcep,Culturized,69.86,5754.0
BennY,CGN Esports,69.81,10130.0
Fresht,FUSION,69.8,1954.0
Kapi,CREST GAMING Zst,69.79,1503.0
rzk,CSU,69.78,78.0
mozz1e,PANCADAO,69.77,1615.0
Veer,Overtake,69.75,6268.0
LEVI,Las Cabras,69.74,220.0
HellrangeR,Global Esports,69.71,8460.0
sturNN,İstanbul Wildcats,69.71,5708.0
Jacyn,BITEKI,69.69,806.0
Maybe,Veterans,69.67,1231.0
deecee,Orangutan,69.67,3062.0
EMIYA,Dreams To Legends,69.65,630.0
Romeo,Purpose Gaming,69.61,876.0
v1nny,LOUD,69.6,9154.0
jeed,5 Budak Gemuk,69.59,5048.0
Surpass,QUANTICO,69.59,68.0
Devian,B SITE GAMING,69.56,125.0
MerSa,Digital Athletics,69.51,5631.0
Patix,děti ulice,69.49,5510.0
Eagle,HAVU Gaming,69.49,625.0
B3ar,Bilibili Gaming,69.49,3760.0
Movi,Xperion NXT,69.46,2592.0
Buh Lah Kae,F5 Esports,69.46,3199.0
Peloncito,Six Karma,69.45,3142.0
drepeex,Dudes,69.45,1303.0
Elixllo,Al-Qadsiah Esports,69.44,5695.0
kael,Todak,69.35,4251.0
priyome,Sho,69.34,647.0
azza,PANCADAO,69.31,1720.0
niki,esports team αD,69.31,1067.0
JKG,ZETA Gaming,69.3,3224.0
dedmos,Bon Bon Bum Contra,69.24,4681.0
cl4yerr,bloodS,69.24,382.0
DrastZ,GMBLERS Esports,69.24,3184.0
troizyyy,Elite Klan,69.21,1913.0
ibonata,Fenerbahçe Esports,69.21,897.0
kokuya,esports team αD,69.21,1709.0
BlackWiz,NOEZ FOXX,69.19,4779.0
mta,KRÜ Esports,69.19,1615.0
KENRICH,UT Dallas,69.19,300.0
ne1by,Attraction Force,69.19,115.0
Foxie,DVM Esport,69.16,7815.0
Anc1enT,VNU Esports,69.16,856.0
MAKIMA,STU樹德暴風樹,69.14,66.0
solo,Gen.G,69.08,2625.0
sakura,NIX VISION,69.0,1380.0
Jose1,APAY Academy,68.98,503.0
fronto pronto,InC Frost,68.98,90.0
monk,All Gamers,68.95,5429.0
R1va,Delight,68.91,878.0
heybay,Trace Esports,68.9,6482.0
NeruFi,CREST GAMING Zst,68.86,1301.0
Nikoo,Unknown Killers E-sport,68.8,96.0
Rouss,Siko,68.8,412.0
xReNdø,MixChi,68.8,326.0
JoshRT,G2 Esports,68.76,2351.0
Zetik,club penguin,68.71,750.0
hyk,IGNITE,68.7,1498.0
kya,děti ulice,68.69,1999.0
Setrod,GOOD BOY,68.67,259.0
Saninn,B SITE GAMING,68.67,125.0
JoshF,Lucia Zenith,68.62,1842.0
aplycs,Team Secret Academy,68.62,1181.0
Firewolf,Harmony,68.6,1588.0
Viva,Xi Lai Gaming,68.59,3049.0
KiNN,Evil Samurai,68.58,118.0
61ue,esports team αD,68.57,479.0
rinA,IHC Esports,68.57,902.0
tsuna,Atlanta Esports,68.57,391.0
tweethy,Genziary,68.55,3385.0
Hassan,ZETA Gaming,68.55,166.0
Daimyo,Moon,68.54,4371.0
Conartist,Purpose Gaming,68.53,442.0
tysan,Point Gaming,68.51,97.0
0n1y,LP33,68.51,1760.0
rodrigo77,Atlanta Esports,68.5,307.0
Penab,ROUNDS,68.49,903.0
toffywoffy,Watermelon,68.48,2532.0
Lava,S2G Esports,68.44,71.0
NaThanD,FunPlus Phoenix,68.42,2422.0
Vocho,Dolphins Gaming,68.39,17.0
KNZY,Rebirth Esports,68.39,2925.0
XiaoQ,來送幸福的,68.32,34.0
zeRo,Evil Samurai,68.25,118.0
Asuka,TWA,68.24,133.0
CIC,TWA,68.22,174.0
KILICARSLAN,Digital Athletics,68.17,1193.0
Biank,Trace Esports,68.17,5158.0
Haodong,Titan Esports Club,68.15,8649.0
jeyj7y,EXO Clan,68.11,7631.0
Best,Fenerbahçe Esports,68.11,656.0
BREW,Tiny Turtle Squad,68.1,1446.0
KUNDIKUNDI,MOUZ,68.08,2190.0
1111111 Fu,LP33,68.06,118.0
Vorwenn,Barça eSports,68.0,5040.0
AlMtRoOo3,Onyx Ravens,67.99,2139.0
QuinT,Unicorn Cyber Da Nang,67.97,707.0
ahongboy,SANDORAYAKI,67.97,57.0
Agr0,YDZ Mafia,67.96,11039.0
kira,Not Your Business Female,67.95,496.0
aco,ZETA DIVISION GC,67.89,2050.0
Casual Scrub,Predator X Gaming,67.84,2279.0
Yamada,IGZIST,67.83,1154.0
nati,Zen eSports GC,67.82,787.0
QiQi,Cardboard Dinosaur,67.81,832.0
Blastz,PANCADAO,67.8,1812.0
Matt,Burger Boyz,67.8,12188.0
Nuuwy,bloodS,67.77,186.0
HyBr1D,DUPG Esports,67.76,738.0
aleksi,SAVU,67.75,3002.0
OrcaZZ,TWA,67.75,174.0
saxx,Original Gaming,67.73,805.0
tdawgg,Cubert Academy,67.72,10576.0
Saun0ja,SKIPIDI,67.68,366.0
gmoney,Abdes Daycare,67.68,778.0
Lego,Las Cabras,67.67,292.0
kye,Todak,67.65,1927.0
natz,RRQ Academy,67.64,5944.0
apu,Retiraos,67.61,331.0
NowaXxZang,CICADAS Gaming,67.6,6376.0
Lysoar,Wolves Esports,67.55,4256.0
Mythical,Randoms,67.51,1864.0
rowancy,Six Karma,67.51,2192.0
Pingfu,QoR,67.5,5681.0
kabzi,Fire Flux Esports,67.49,1367.0
R3gen,Tiny Turtle Squad,67.45,1707.0
Kyun,Exsto Gaming,67.42,1355.0
Nia,Fancy United Esports,67.42,621.0
kayle,Himothys,67.41,3392.0
SSeeS,DetonatioN FocusMe,67.38,1605.0
sr kl deus,B SITE GAMING,67.33,125.0
sambae,YDZ Esports,67.32,8614.0
RIPablo,IGZIST,67.31,4710.0
Rocket,The Krows,67.27,75.0
raafa,FURIA,67.25,4254.0
xanarchy,TeamOrangeGaming,67.22,5825.0
pituF0,Eternal Flame,67.13,270.0
Gloomy,İstanbul Wildcats,67.13,4995.0
Celasun,Digital Athletics,67.11,2444.0
rawrieee,Team sol8erry,67.09,67.0
siro,TOROSKLS,67.04,272.0
Mikelelle,Elite Klan,67.01,4652.0
Teddy,LANDODGERS,66.98,181.0
princess,Green Grapes,66.98,192.0
Myssen,TBK Esports,66.98,5746.0
RickyVaila,Axolotl,66.89,1094.0
ChurmZ,West Virginia University,66.86,16325.0
SumeeLunai,OCU,66.85,58.0
wisa,First Round Out,66.84,1926.0
RoteX,OSKARAMONO,66.74,1664.0
Tman,Siena Heights University,66.7,2082.0
sword,Axolotl,66.7,1053.0
Crws,TALON,66.7,7664.0
B1n,Dreams To Legends,66.69,630.0
KhoiBeo,Blue Eyes White Dragon,66.69,959.0
Whimp,MiBH,66.68,12502.0
Dan,BABO,66.68,538.0
TxKu,The Krows,66.67,41.0
River,Asterisk,66.66,538.0
Lefiedot,ZETA DIVISION Academy,66.66,311.0
XiYiJi,All Gamers,66.66,256.0
Desruzin,TOYO eSports,66.64,45.0
Dynamite,Titan Esports Club,66.61,275.0
Noelowo,CSU,66.59,41.0
nightmareK,NOM Esports,66.56,800.0
Xmj,Predator X Gaming,66.45,1202.0
Nightroad,Unknown Killers E-sport,66.38,96.0
NeskaaS,Team Valiant,66.38,6066.0
Ghetto,Harmony,66.37,103.0
who am i,Be Man,66.35,38.0
Morphiius,Axolotl,66.33,1311.0
ruthafer,Divinity,66.32,78.0
juri,DRX Changers,66.29,705.0
Esuki,Niflheimr,66.29,79.0
Bullet,Soi Thai Esports,66.28,1079.0
zoe,Vulcan Rising,66.24,5201.0
nah,Zen eSports GC,66.24,1109.0
Choomji,Predator X Gaming,66.24,1277.0
Murdoch,Stacked Like Pancakes,66.23,211.0
Yuvi,MiBH,66.23,268.0
ventura,nobody in Paris,66.21,540.0
W1LL,EXO Clan,66.21,2042.0
Slaughter,Fenerbahçe Esports,66.21,329.0
Teddy,姊姊壞了我好愛,66.19,56.0
YHchen,JDG Esports,66.18,5261.0
exe,Fenerbahçe Esports,66.14,39.0
Boaster,FNATIC,66.13,9852.0
phreshlawlgoyea,ABG luvrs,66.11,1130.0
say,ENFASIS,66.07,771.0
Aniemal,mesos millionaires,66.01,9245.0
putte,Elite Klan,65.98,2443.0
Pr1ck,Blue Eyes White Dragon,65.98,1021.0
Disease,DUPG Esports,65.95,1170.0
stobie,Team Resilience,65.91,1775.0
Rivenary,Metizport,65.87,162.0
y1,All Gamers Young,65.85,65.0
astroboy,F4TALITY,65.84,439.0
Akira,NXT,65.77,4372.0
crxzysam,Kingdom One,65.76,29.0
Rayy,DRAGONS,65.74,3338.0
nizhaoTZH,All Gamers,65.66,4392.0
VictiM,RIVAL,65.65,127.0
Wezy,Siko,65.62,173.0
drix,TBS Academy,65.5,92.0
Soulta,DEXTERITY,65.45,35.0
桃園奈々生,把牛變成鱒魚,65.42,202.0
rezy,Al-Qadsiah Esports,65.37,8717.0
E13,Chivas Esports,65.33,387.0
azul,Zen eSports GC,65.27,3420.0
Mystizip,Daguestan,65.25,362.0
6ix,Genziary,65.25,2214.0
SinS,Veterans,65.25,1029.0
solo88,LANDODGERS,65.22,4837.0
pyua,BarackObamaPizza,65.21,1448.0
vxyr,SheshMans,65.19,543.0
Jordan,Xzile Esports,65.16,498.0
Rosé,BBL PCIFIC,65.15,5379.0
R0meo,True Rippers,65.15,392.0
WarreN,Eclipse Nexus,65.11,194.0
moon,SAIO,65.1,2449.0
OXMANN,Papara SuperMassive,65.02,2564.0
Borgesz,F4TALITY,65.0,848.0
richie,ABG luvrs,64.94,4407.0
vaLi,Coalesce,64.94,3785.0
Spocki,Xperion NXT,64.93,5362.0
sol8erry,Team sol8erry,64.93,166.0
Wave,Erinite Esports,64.91,2217.0
glovee,Galakticos,64.9,6961.0
cheater1,Mix Wawitas,64.9,59.0
albus,Unicorn Cyber Da Nang,64.85,2812.0
Melofovia,DetonatioN FocusMe,64.83,131.0
mxzin,inside,64.77,271.0
STAVINCI,ALTERNATE aTTaX,64.76,6221.0
Hell,Us Guri,64.74,39.0
Moonro,Michigan State University,64.73,569.0
Celeste,Infinity X,64.71,1413.0
dEriow,PANCADAO,64.67,1534.0
YAYAX,Zerance,64.66,1990.0
oj,club penguin,64.64,1153.0
ViIi,SKIPIDI,64.62,469.0
ZukØ,Culturized,64.61,4424.0
Ri0,True Rippers,64.59,8096.0
Yoyoman,Hungkuang Falcon,64.56,1153.0
mabrik,The Krows,64.53,41.0
pAura,S2G Esports,64.48,7995.0
oranges,Teddy Tactics,64.42,3683.0
Ciuffo,GMBLERS Esports,64.4,57.0
Akashi,LAZY,64.35,7268.0
popoman4Q,TUMT Shark,64.29,2868.0
Kakashiii,Randoms,64.24,1663.0
Luvjix,ESC Gaming,64.24,1665.0
Astin,Randoms,64.18,1387.0
sword9,TYLOO,64.17,4450.0
2zzy,NOEZ FOXX,64.04,980.0
s0pp,Digital Athletics,64.0,190.0
Unholykid,Gifted,63.98,4970.0
Yatoo,APAY eSports,63.97,258.0
ANGE1,Natus Vincere,63.97,9255.0
DRAGziKW,Galorys,63.93,1097.0
vitalyy,Vulcan Rising,63.92,1324.0
BatmaN,True Rippers,63.92,642.0
Aphun,SweetNsour,63.9,3019.0
taiga,SEN Shahzam,63.89,3610.0
Skelesis,Boise State University,63.87,1984.0
MACHEEW,Stacked Like Pancakes,63.86,528.0
Kuro,Onyx Ravens,63.85,8175.0
Huss,Moon,63.85,1151.0
indra,Berzerkers,63.81,6063.0
roxas,Fishing Rods,63.79,157.0
ekuLul,wombat123,63.74,307.0
Reiji,Daguestan,63.72,386.0
Cangshu,Dragon Ranger Gaming,63.69,310.0
yZkA1,ROA Esport,63.65,1362.0
Brinicle,Veterans,63.64,1434.0
restro,Purpose Gaming,63.6,940.0
Quick,UCAM Esports Club,63.58,6199.0
guiih9,Grêmio Esports,63.24,4413.0
Contair,YDZ Mafia,63.23,2928.0
QueYa,ROA Esport,63.2,1535.0
MoneaPenalizado,Star Music,63.18,33.0
Mojo,Reckoning Esports,63.17,3920.0
FROG,Michigan State University,63.13,859.0
Hyungwonho,Elation Vortex,63.11,2604.0
Hakanss,Team Poupi,63.1,35.0
Kargelux,Usepticals,63.08,182.0
Shane,Tempest Gaming,63.04,4689.0
Gu1,101 Outlaws,63.03,902.0
1yee1wee1yee1wee,Evil Samurai,62.83,118.0
Vidal,Us Guri,62.81,39.0
Soggy,FAWZ Purple,62.79,510.0
nixoon,HAVU Gaming,62.76,10431.0
yasiek,SheshMans,62.72,1058.0
zenniN,TBS Academy,62.65,186.0
KaneKizz,Young Warriors,62.64,83.0
destroyeR,Trace Esports,62.57,479.0
iNaz,DRAGONS,62.56,1520.0
Motion,TOS Starlight,62.55,185.0
elzira,Chérie,62.42,299.0
Mob,L9HAHAHA,62.38,146.0
prask,FUSION,62.34,1833.0
Maddz1N,Eternal Flame,62.27,319.0
carpe,T1,62.26,2387.0
StealthyMike,ex-Recon 5,62.23,437.0
rismA,TOS Gaming,62.22,193.0
DANNYTO,Apeks,62.19,196.0
dadvid,F5 Esports,62.14,1578.0
DonDon,Young Warriors,62.11,39.0
CyderX,Eternal Fire,62.09,5563.0
brast,MixChi,62.02,98.0
Witoo,Usepticals,62.0,252.0
OLDERGREG,BITEKI,61.98,221.0
repo,club penguin,61.88,296.0
Kyuanyami,esports team αD,61.86,138.0
bonkar,NRG Esports,61.85,6494.0
allu,Bon Bon Bum Contra,61.78,365.0
YungEn,OCU,61.78,594.0
cataboo,Seulgi Fanclub,61.76,516.0
Hetzen,Dolphins Gaming,61.73,385.0
Azazel,Be Man,61.73,107.0
Darwin,DRAGONS,61.69,1653.0
pipsoN,GIANTX,61.64,1606.0
Ya0yU1,Daojiang Husky,61.6,40.0
Stochastic,InC Frost,61.51,185.0
BilGoat,Cumberland Phoenix,61.5,934.0
poupi,Team Poupi,61.47,351.0
dash,Awaken Militia,61.43,1026.0
AlphaFly,Converse NBG,61.41,4636.0
JCL,ZOL Esports,61.32,72.0
Yigox,Fenerbahçe Esports,61.3,1044.0
Neptune,Xzile Esports,61.29,201.0
Dodekethon,理科純情男高,61.26,39.0
nathan,Awaken Militia,61.22,2047.0
Aurora2k,Worst Generation,61.2,302.0
Tuna,Xzile Esports,61.19,310.0
mikey,YDZ Mafia,61.17,2275.0
synrgy,Xzile Esports,61.16,579.0
jjsayeo,5 Budak Gemuk,61.11,188.0
FiNESSE,NRG Esports,61.07,9917.0
dgopz,Usepticals,60.92,42.0
Neko,FOP,60.92,115.0
Blue,Chaos Alliance,60.84,515.0
nebb,Spate Esports,60.82,1396.0
lan,All Gamers Young,60.78,65.0
Laiyin,Ambitious Legend Gaming GC,60.73,226.0
Lutzinnn,Atlanta Esports,60.72,707.0
Master,Boise State University,60.71,1087.0
Cross,Retiraos,60.64,368.0
Sev,Vulcan Rising,60.64,1675.0
我拥有钢铁般的意志,MYDunWaaAChu,60.57,32.0
f0rsakeN,INHS Yining,60.55,71.0
temoc,KOI,60.54,1547.0
SPARTA,Exsto Gaming,60.53,62.0
CombatBaby,IRIS,60.52,1161.0
Rueii,Lucia Rankers,60.45,192.0
Adept,Soi Thai Esports,60.37,1043.0
xiaoxia,TUMT Orcinus,60.32,72.0
Gia,Elation Vortex,60.3,2459.0
nuuh,Fenda Dos Streamers,60.27,1582.0
Try,NOEZ FOXX,60.2,1085.0
ForRockAndStone,InC Frost,60.12,185.0
Qlove,Blue Eyes White Dragon,60.02,113.0
Vyzex,Bagual E-Sports,60.01,42.0
wdcays,Scarlet Knights,60.0,59.0
Septem7,All Gamers,59.95,1267.0
Twisted,Harmony,59.86,1863.0
skye,RRQ Academy,59.84,2398.0
LiuOrange,Bagual E-Sports,59.82,529.0
ghostxD,Reckoning Esports,59.78,753.0
Cano,Sho,59.68,112.0
KvS,Bagual E-Sports,59.63,731.0
Levius,Bilibili Gaming,59.53,732.0
Frimus,QUANTICO,59.49,68.0
HoneyBunny,ZETA DIVISION Academy,59.48,108.0
Carpeta,Usepticals,59.47,252.0
crush,Siena Heights University,59.45,3018.0
Chechuu,KPI Gaming,59.36,4599.0
R1abb,Young Warriors,59.35,39.0
gyen,DetonatioN FocusMe,59.2,251.0
prettyMy,Unicorn Cyber Da Nang,59.16,35.0
rzinss,UC Esports,59.16,34.0
mzt,bloodS,59.04,189.0
A1D,Maryville University,59.03,1572.0
tavyS,DEXTERITY,59.0,52.0
maxhinh9,ShindeN,58.96,438.0
aksh,TBS Academy,58.93,183.0
Haby,CSU,58.91,41.0
CHAK,Oblivion Force,58.87,347.0
Merviliano,USM Esports,58.86,132.0
Noizeeh,KOI,58.82,42.0
JayZ,Quantum Void,58.74,39.0
beststudent,Scarlet Knights,58.71,40.0
raijin,Endear Esports,58.48,1961.0
v1bz,Bon Bon Bum Contra,58.47,82.0
EFN,Purpose Gaming,58.45,481.0
Planko,Randoms,58.39,439.0
aizen,Retiraos,58.36,134.0
Zone,Fractal Gaming,58.34,2023.0
CnJ,Attraction Force,58.3,150.0
manutetera,B SITE GAMING,58.3,125.0
Dhimoruto,Delight,58.3,1523.0
Tuna,APAY Academy,58.17,386.0
Ketzai,Unicorn Cyber Da Nang,58.08,672.0
Lightning,APAY Academy,58.06,367.0
GuNNeR,Todak,58.0,876.0
gomezzzzty,Point Gaming,58.0,97.0
akame,Seulgi Fanclub,57.89,209.0
Reen,Papara SuperMassive,57.88,38.0
TianDi,STU樹德暴風樹,57.86,98.0
vulgar,Jester Circus,57.72,39.0
pakko,KCORP Blue Stars,57.67,521.0
Au1oek,GOOD BOY,57.67,1043.0
Radwimps Enjoyer,Instinct Skills,57.65,37.0
illogical,Michigan State University,57.65,386.0
pedrojogadas,Attraction Force,57.52,44.0
typo,FAWZ Purple,57.51,459.0
NemuiZzZz,Dreams To Legends,57.48,43.0
Ranked demon,Ahlman Esports,57.4,115.0
Boyu,Team Jeicchu,57.39,13.0
rau7e,Ramboot Club,57.36,293.0
neill,Team Cece,57.27,140.0
X1aoMa0,LANDODGERS,57.24,165.0
Raydar,FINIX ALPHA,57.21,159.0
kuro5,esports team αD,57.21,19.0
Bingulz,OSKARAMONO,57.14,239.0
altG,Team Rotib4kar,57.07,180.0
GzK,Star Music,57.05,63.0
FlixF,Instinct Skills,56.94,37.0
SooT1,Be Man,56.93,93.0
alecks,Paper Rex,56.9,133.0
PhuRME,Galatasaray Esports,56.84,176.0
Cobalt,Spate Esports,56.82,1656.0
XiaoXu,Daojiang Husky,56.81,40.0
wtex,İstanbul Wildcats,56.8,15.0
Ord1nary,Young Warriors,56.78,39.0
sheepy,Team yanxinng,56.76,41.0
return,FAWZ Purple,56.68,223.0
BABABEAST,Team Falcons Vega,56.6,1409.0
weber,Team Heretics,56.59,677.0
rushia,Bilibili Gaming,56.51,591.0
req,InC Frost,56.48,169.0
ONLY,VNU Esports,56.44,148.0
Sobaan,Divinity,56.4,154.0
BMoMoツ,momo親子台,56.38,186.0
SHIMANO DURA ACE,來送幸福的,56.22,34.0
player,All Gamers Young,56.11,100.0
y0DISH,wombat123,56.04,595.0
malinenn,KAMK.GG,56.01,214.0
espressomilk,Team ESOTERIC,55.73,130.0
depppx,Grêmio Esports,55.67,3957.0
JettZer0,Runaway,55.67,80.0
LOVE,APAY Academy,55.61,397.0
1 miss her,Jester Circus,55.54,39.0
abu,esports team αD,55.52,292.0
Maper,UT Dallas,55.46,402.0
potter,Evil Geniuses,55.32,2438.0
lSAGI,INHS Yining,55.28,71.0
R4t,HKUF,55.13,41.0
Voxize,Blue Otter,55.13,645.0
Shifty,CCG Esports,54.97,8300.0
hEN,TOYO eSports,54.92,45.0
Frxncoo,USM Esports,54.87,132.0
Big Bear,All Gamers Young,54.82,65.0
g I L,NOM Esports,54.81,85.0
Sunshine,TYLOO,54.81,1173.0
fleks,The Krows,54.8,41.0
sky,Us Guri,54.73,39.0
yT,Galakticos,54.7,2690.0
Meracle,Lucia Zenith,54.67,183.0
Crunkee,Worst Generation,54.55,621.0
spyder,FAWZ Purple,54.36,478.0
xdd,姊姊壞了我好愛,54.29,56.0
Kobalt,Conquest Esports,54.19,171.0
Haul,Fenerbahçe Esports,54.02,73.0
merge,Awaken Militia,53.94,2526.0
novlah,Seulgi Fanclub,53.92,441.0
Piotta,HGE Esport,53.87,241.0
Uros,West Virginia University,53.84,813.0
nackey,UT Dallas,53.77,162.0
Acen,Runaway,53.64,39.0
TouXi,Daojiang Husky,53.63,40.0
LEV Demon1,INHS Yining,53.6,57.0
LoNglOnG,Young Warriors,53.54,39.0
acetwothree,Harmony,53.54,224.0
Mallu,KAMK.GG,53.51,251.0
Darket,Ahlman Esports,53.43,221.0
X1ngX1nG,ZFE,53.27,35.0
Meta,special grade,53.23,133.0
deNc,Galakticos,53.23,289.0
tonix,F4TALITY,53.19,941.0
YuRelly,esports team αD,53.04,1012.0
Spectre,TUMT Orcinus,53.02,72.0
VADE,Z11,52.96,915.0
Bulang,CSU,52.93,78.0
Grimm,The Krows,52.9,14.0
OneStep,CNEsports,52.86,249.0
CaniJ,Star Music,52.85,103.0
shottz,Us Guri,52.82,84.0
VBlazzt,Unknown Killers E-sport,52.77,56.0
Nikuu,Randoms,52.36,321.0
psychobabble,inside,52.19,209.0
tinoz,Attraction Force,52.0,44.0
IFlySausages,Primordials,51.97,220.0
cbbk,FULL SENSE,51.72,214.0
